"table_name"	"ordinal"	"column_name"	"type_name"	"max_length"	"precision"	"scale"	"is_nullable"	"is_identity"	"is_pk"	"pk_name"	"default_definition"
"TCHARTABLE"	"24"	"dwGold"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"25"	"dwSilver"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"26"	"dwCooper"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"27"	"bGuildLeave"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"28"	"dwGuildLeaveTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"29"	"wMapID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"30"	"wSpawnID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"31"	"wLastSpawnID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"32"	"wTemptedMon"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"33"	"bAftermath"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"34"	"fPosX"	"real"	"4"	"24"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"35"	"fPosY"	"real"	"4"	"24"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"36"	"fPosZ"	"real"	"4"	"24"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"37"	"wDIR"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"38"	"dwRankPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"39"	"bDelete"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"40"	"dCreateDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"(getdate())"
"TCHARTABLE"	"41"	"dDeleteDate"	"smalldatetime"	"4"	"16"	"0"	"1"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"42"	"dwLastDestination"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"43"	"bOriCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"44"	"dLogoutDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	"((0))"
"TCHARTABLE"	"45"	"bStatLevel"	"tinyint"	"1"	"3"	"0"	"1"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"46"	"bStatPoint"	"tinyint"	"1"	"3"	"0"	"1"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCHARTABLE"	"47"	"dwStatExp"	"int"	"4"	"10"	"0"	"1"	"0"	"0"	"PK__TCHARTAB__B92C9D0367D5DE90"	
"TCLASSCHART"	"1"	"bClassID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCLASSCHART"	"2"	"wSTR"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCLASSCHART"	"3"	"wDEX"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCLASSCHART"	"4"	"wCON"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCLASSCHART"	"5"	"wINT"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCLASSCHART"	"6"	"wWIS"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCLASSCHART"	"7"	"wMEN"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCLASSCH__87A39E104D41E3E5"	
"TCMGIFTCHART"	"1"	"wGiftID"	"smallint"	"2"	"5"	"0"	"0"	"1"	"1"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"2"	"bGiftType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"3"	"dwValue"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"4"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"5"	"bTakeType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"6"	"bMaxTakeCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"7"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"8"	"bToolOnly"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"9"	"wErrGiftID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"10"	"szTitle"	"varchar"	"256"	"0"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTCHART"	"11"	"szMsg"	"varchar"	"1024"	"0"	"0"	"0"	"0"	"0"	"PK__TCMGIFTC__D3C98F815E6182EF"	
"TCMGIFTTABLE"	"1"	"dwUserID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCMGIFTTABLE"	"2"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCMGIFTTABLE"	"3"	"wGiftID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCMGIFTTABLE"	"4"	"dwGMCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCMGIFTTABLE"	"5"	"wErrID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCMGIFTTABLE"	"6"	"tTakeDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		
"TCOMPANIONBONUSCHART"	"1"	"bBonusID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONBONUSCHART"	"2"	"fBase"	"real"	"4"	"24"	"0"	"0"	"0"	"0"		
"TCOMPANIONBONUSCHART"	"3"	"fLevelMultiplier"	"real"	"4"	"24"	"0"	"0"	"0"	"0"		
"TCOMPANIONBONUSCHART_EMPTY"	"1"	"bBonusID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONBONUSCHART_EMPTY"	"2"	"fBase"	"float"	"8"	"53"	"0"	"0"	"0"	"0"		
"TCOMPANIONBONUSCHART_EMPTY"	"3"	"fLevelMultiplier"	"float"	"8"	"53"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"1"	"bSlot"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"2"	"wFirstItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"3"	"wSecondItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"4"	"dFirstEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"5"	"dSecondEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"6"	"dwTick"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCOMPANIONITEMTABLE"	"7"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"1"	"bSlot"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"2"	"dwMonID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"3"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"4"	"strName"	"varchar"	"55"	"0"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"5"	"dwExp"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"6"	"wLife"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"7"	"bStatusPoints"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"8"	"bEffect"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"9"	"wSTR"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"10"	"wDEX"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"11"	"wCON"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"12"	"wINT"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"13"	"wWIS"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"14"	"wMEN"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"15"	"wBonusID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCOMPANIONTABLE"	"16"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TCUSTOMCLOAKTABLE"	"1"	"wID"	"smallint"	"2"	"5"	"0"	"1"	"0"	"0"		
"TCUSTOMCLOAKTABLE"	"2"	"dDateCreate"	"smalldatetime"	"4"	"16"	"0"	"1"	"0"	"0"		
"TCUSTOMCLOAKTABLE"	"3"	"dwUserID"	"int"	"4"	"10"	"0"	"1"	"0"	"0"		
"TCUSTOMTIMECHART"	"1"	"bType"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TCUSTOMTIMECHART"	"2"	"dwTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TDBITEMINDEXTABLE"	"1"	"bWorld"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		"((0))"
"TDBITEMINDEXTABLE"	"2"	"dlID"	"bigint"	"8"	"19"	"0"	"0"	"0"	"0"		"((1))"
"TDESTINATIONCHART"	"1"	"wPortalID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TDESTINA__E88A603822977D02"	
"TDESTINATIONCHART"	"2"	"wDestID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TDESTINA__E88A603822977D02"	
"TDESTINATIONCHART"	"3"	"dwPrice"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	
"TDESTINATIONCHART"	"4"	"bEnable"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	
"TDESTINATIONCHART"	"5"	"bCondition1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	"((0))"
"TDESTINATIONCHART"	"6"	"dwConditionID1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	"((0))"
"TDESTINATIONCHART"	"7"	"bCondition2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	"((0))"
"TDESTINATIONCHART"	"8"	"dwConditionID2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	"((0))"
"TDESTINATIONCHART"	"9"	"bCondition3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	"((0))"
"TDESTINATIONCHART"	"10"	"dwConditionID3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDESTINA__E88A603822977D02"	"((0))"
"TDUELCHARTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TDUELCHARTABLE"	"2"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"		
"TDUELCHARTABLE"	"3"	"bClass"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TDUELCHARTABLE"	"4"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TDUELCHARTABLE"	"5"	"bWin"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TDUELCHARTABLE"	"6"	"dwPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TDUELCHARTABLE"	"7"	"dTime"	"datetime"	"8"	"23"	"3"	"0"	"0"	"0"		
"TDUELSCORETABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"2"	"dwWarriorWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"3"	"dwWarriorLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"4"	"dwRangerWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"5"	"dwRangerLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"6"	"dwArcherWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"7"	"dwArcherLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"8"	"dwWizardWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"9"	"dwWizardLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"10"	"dwPriestWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"11"	"dwPriestLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"12"	"dwSorcererWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TDUELSCORETABLE"	"13"	"dwSorcererLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TDUELSCO__B92C9D037080332A"	
"TEQUIPCREATECHARCHART"	"1"	"bCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"2"	"bClass"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"3"	"bSex"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"4"	"wPrmWeapon"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"5"	"wSndWeapon"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"6"	"wLongWeapon"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"7"	"wHead"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"8"	"wBody"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"9"	"wPants"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"10"	"wHand"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"11"	"wFoot"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TEQUIPCREATECHARCHART"	"12"	"wBack"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEQUIPCR__4F3A3EC952FABD3B"	
"TERASECHARLOG"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TERASECHARLOG"	"2"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TERASECHARLOG"	"3"	"dEraseDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		"(getdate())"
"TERASEITEM"	"1"	"wID"	"smallint"	"2"	"5"	"0"	"1"	"0"	"0"		
"TEST"	"1"	"DATA"	"varchar"	"100"	"0"	"0"	"1"	"0"	"0"		
"TEVENTITEMTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TEVENTIT__B92C9D037BF1E5D6"	
"TEVENTITEMTABLE"	"2"	"bGiveItemCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TEVENTIT__B92C9D037BF1E5D6"	
"TEVENTQUARTERCHART"	"1"	"bDay"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"2"	"bHour"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"3"	"bMinute"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"4"	"wID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"5"	"wItemID1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"6"	"wItemID2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"7"	"wItemID3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"8"	"wItemID4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"9"	"wItemID5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"10"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"11"	"szTitle"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"12"	"szMessage"	"varchar"	"500"	"0"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	
"TEVENTQUARTERCHART"	"13"	"szPresent"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	"('')"
"TEVENTQUARTERCHART"	"14"	"szAnnounce"	"varchar"	"1024"	"0"	"0"	"0"	"0"	"0"	"PK__TEVENTQU__30FE57437FC276BA"	"('')"
"TEVENTQUARTERGIVETABLE"	"1"	"bDay"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TEVENTQUARTERGIVETABLE"	"2"	"bHour"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TEVENTQUARTERGIVETABLE"	"3"	"bMinute"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TEVENTQUARTERGIVETABLE"	"4"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"		
"TEVENTQUARTERGIVETABLE"	"5"	"dGiveDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		"(getdate())"
"TEXPITEMTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TEXPITEMTABLE"	"2"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TEXPITEMTABLE"	"3"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TEXPITEMTABLE"	"4"	"dwRemainTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TEXPITEMTABLE"	"5"	"dEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		
"TFAKECHARCHART"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TFAKECHA__B92C9D030857BCBB"	
"TFAKECHARCHART"	"2"	"bCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TFAKECHA__B92C9D030857BCBB"	
"TFAKECHARCHART"	"3"	"dwUserID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TFAKECHA__B92C9D030857BCBB"	"((0))"
"TFAKESHOPCHART"	"1"	"wIndex"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TFAKESHO__FCD3804E0D1C71D8"	
"TFAKESHOPCHART"	"2"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TFAKESHO__FCD3804E0D1C71D8"	
"TFAKESHOPCHART"	"3"	"bCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TFAKESHO__FCD3804E0D1C71D8"	
"TFAKESHOPCHART"	"4"	"bKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TFAKESHO__FCD3804E0D1C71D8"	
"TFORMULACHART"	"1"	"bID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TFORMULA__DE99891F69E90F8B"	
"TFORMULACHART"	"2"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TFORMULA__DE99891F69E90F8B"	
"TFORMULACHART"	"3"	"dwinit"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TFORMULA__DE99891F69E90F8B"	
"TFORMULACHART"	"4"	"fRateX"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TFORMULA__DE99891F69E90F8B"	
"TFORMULACHART"	"5"	"fRateY"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TFORMULA__DE99891F69E90F8B"	
"TFRIENDGROUPTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TFRIENDG__8C5653E214BD93A0"	
"TFRIENDGROUPTABLE"	"2"	"bGroup"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TFRIENDG__8C5653E214BD93A0"	
"TFRIENDGROUPTABLE"	"3"	"szName"	"varchar"	"20"	"0"	"0"	"0"	"0"	"0"	"PK__TFRIENDG__8C5653E214BD93A0"	
"TFRIENDTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TFRIENDT__1F7F75C3188E2484"	
"TFRIENDTABLE"	"2"	"dwFriendID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TFRIENDT__1F7F75C3188E2484"	
"TFRIENDTABLE"	"3"	"bGroup"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TFRIENDT__1F7F75C3188E2484"	
"TGAMBLECHART"	"1"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGAMBLECHART"	"2"	"bKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGAMBLECHART"	"3"	"wReplaceID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGAMBLECHART"	"4"	"bCountMax"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGAMBLECHART"	"5"	"bMinLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGAMBLECHART"	"6"	"bMaxLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGAMBLECHART"	"7"	"wProb"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGATECHART"	"1"	"dwGateID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGATECHART"	"2"	"dwSwitchID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGATECHART"	"3"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		"((0))"
"TGATECHART"	"4"	"wMapID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGATECHART"	"5"	"wPosX"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGATECHART"	"6"	"wPosY"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGATECHART"	"7"	"wPosZ"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGEMGRADECHART"	"1"	"bGem"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TGEMGRAD__04329D602A389ECA"	
"TGEMGRADECHART"	"2"	"bProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGEMGRAD__04329D602A389ECA"	
"TGMREWARDCHART"	"1"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGMREWARDCHART"	"2"	"dlMoney"	"bigint"	"8"	"19"	"0"	"0"	"0"	"0"		
